name,image,description
"Feiertage, Feste und Bräuche",https://einfachebuecher.de/media/6f/63/4e/1654876227/Feste_Feiertage_und_Braeuche_m.jpg,"Überall auf der Welt feiern die Menschen Feste. Dabei pflegen sie ihre Bräuche. Das sind Gewohnheiten, die man an bestimmten Tagen im Jahr mit anderen Menschen teilt.

 

Bei uns in Deutschland sind die großen Familien-Feste wie Weihnachten und Ostern besonders beliebt.

Kein Wunder! Man kann ausschlafen. Es gibt leckeres Essen. Und es gibt Geschenke.

Aber was genau feiern wir eigentlich an Weihnachten? Warum stellen wir einen Adventskranz mit vier Kerzen auf ? Und wieso färben wir zu Ostern Eier?

 

Feiertage erinnern an bestimmte Ereignisse oder an bedeutende Personen. In Deutschland haben die meisten Feste einen christlichen Ursprung.

Aber auch die Muslime, Juden, Hindus und Buddhisten in Deutschland feiern ihre eigenen Feste. Beim gemeinsamen Feiern werden Fremde oft zu Freunden. Mit diesem Buch möchten wir dazu beitragen.

 

Lesen Sie hier die ersten Kapitel aus Feiertage, Feste und Bräuche! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Frankenstein,https://einfachebuecher.de/media/31/2b/72/1654876195/Frankenstein_-_cover_lowres_m.jpg,"Der Student Viktor Frankenstein forscht an der Universität Ingolstadt. Er baut heimlich den Körper eines Menschen nach. Doch der Forscher verliert bald die Macht über seine Schöpfung. Der künstliche Mensch erweist sich als richtiges Monster. Dieses Monster sehnt sich eigentlich nach Liebe und Freundschaft. Doch es bringt allen den Tod, die ihm zu nahe kommen …
Was habe ich getan?
Die Idee, selbst Leben zu schaffen:
War das denn eine gute Idee?
Ich möchte nicht mehr hinsehen.
Doch ich muss.
Mich überläuft ein Schauer.
Das Haar ist ganz schwarz.
Die Zähne dagegen sind ganz weiß.
Doch der Rest: Was für ein furchtbarer Anblick!
Die Haut ist gelb und faltig.
Auch die Augen sind gelb.
Die Adern treten deutlich hervor. Schwarze Lippen,
gerade wie ein Strich. Abscheulich!
Wie ein Monster sieht mein Mensch aus.
Die englische Schriftstellerin Mary Shelley schrieb „Frankenstein“ im Jahr 1818. Diese Grusel-Geschichte wurde sehr berühmt. Und schon viele Male verfilmt.
Lesen Sie hier die ersten Kapitel aus Frankenstein! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Für Eile fehlt mir die Zeit,https://einfachebuecher.de/media/04/fe/92/1654876209/Fuer_Eile_fehlt_mir_die_Zeit_lowres_m.jpg,"Der Alltag ist gar nicht so langweilig wie manche Menschen denken. Man muss nur richtig hingucken. Horst Evers kann das. Und wie!
In diesen 14 Alltags-Geschichten beschreibt er mit viel Witz Situationen, die jedem Leser irgendwie bekannt vorkommen.
 
Der neue Mieter twittert ohne Internet.
Er brüllt einfach alles durchs Fenster auf den Hof.
„Boah, hab‘ ich Hunger!“
Oder „Oh nee, meine Drucker-Patrone ist leer!“
 
Horst Evers hat studiert und als Taxifahrer und Postbote gearbeitet. Jetzt ist er Autor und Kabarettist. Er schreibt viele Geschichten und erzählt auf der Bühne von seinem Alltag.
 
Lesen Sie hier die ersten Kapitel aus Für Eile fehlt mir die Zeit! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Gemeinsam essen,https://einfachebuecher.de/media/35/ac/95/1654876218/Gemeinsam_essen_-_Hardcover_lowres_m.jpg,"„He, Ravi!“ Es ist Selma, das Mädchen aus dem Kurs.„Was machst du hier ganz alleine?“, fragt Selma.

„Ich bin einfach alleine“, sagt Ravi. „Ich lebe alleine,

ich esse alleine, ich schlafe alleine. Und du?“

Ravi kann gut kochen. Aber alleine essen ist blöd. Er geht immer öfter zum Imbiss. Bis es in seinem Deutsch-Kurs ein Fest gibt. Alle müssen etwas Leckeres mitbringen. Jetzt kann Ravi endlich zeigen, was er kann.

Gemeinsam essen gehört zur neuen Buchreihe WortPlus. Die illustrierte Reihe richtet sich an Erwachsene, die erst seit Kurzem Deutsch lernen.

In den Büchern werden Wortschatz und Grammatik auf Niveau A1 angewendet.

Lesen Sie hier die ersten Kapitel aus Gemeinsam essen! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.

 Zubehör: Lesebegleitheft"
Geschichten aus dem Dschungelbuch,https://einfachebuecher.de/media/27/1d/0a/1654876222/Geschichten_aus_dem_Dschungelbuch_lowres_m.jpg,"Das Dschungelbuch ist eine weltberühmte Sammlung von Geschichten rund um den Jungen Mogli und die Tiere im indischen Dschungel.

Wölfe finden Mogli als kleinen Jungen im Dschungel. Sie ziehen ihn wie ihren eigenen Sohn auf. Mogli lernt die Sprache von den Tieren. Und er findet Freunde: Baghira, den Panther, und Balu, den Bären.

Doch Mogli hat auch Feinde, und die werden immer gefährlicher.

 

„Aber warum sollte mich jemand töten wollen?“, fragt er. „Ich verstehe das nicht.“

„Sieh mich an“, befiehlt Baghira. 

Mogli sieht ihm direkt in die Augen. Der Panther wendet schon bald den Blick ab.

„Darum“, sagt er. „Nicht einmal ich kann dir in die Augen sehen. 

Und ich liebe dich, mein Bruder. 

Aber die anderen hassen dich.

Weil du stärker bist. 

Weil du Verstand hast.

Weil du die Dornen aus ihren Pfoten gezogen hast.

Weil du ein Mensch bist.“

 

Dieses Buch erzählt in drei Geschichten von Moglis Leben im Dschungel und wie er das erste Mal andere Menschen trifft.

 

Lesen Sie hier die ersten Kapitel aus dem Dschungelbuch! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Girl on the Train - Das Mädchen im Zug,https://einfachebuecher.de/media/10/b6/79/1654876245/Girl_on_the_train_-_cover_Final_Lowres_m.jpg,"Rachel fährt jeden Morgen mit dem Zug. Nicht um zur Arbeit zu gehen, wie ihre Mitbewohnerin denkt. Sondern weil der Zug immer eine Weile dort hält, wo sie früher gewohnt hat. Vom Zug aus blickt Rachel auf ihre alte Straße. Und auf Scott und Megan, das perfekte Paar aus dem Haus mit der Nummer 20. Doch eines Tages beobachtet Rachel dort etwas Schockierendes. Und dann liest sie in der Zeitung, dass Megan vermisst wird…

Rachel hat die beiden schon öfter gesehen. Rachel beobachtet sie gerne. Die beiden lieben sich sehr. Das sieht man sofort. Sie haben ein schönes Haus. 

Glück. Liebe.

Alles, was Rachel nicht hat. Nicht mehr jedenfalls.

Lesen Sie hier die ersten Kapitel aus Girl on the Train! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
"Good Bye, Lenin!",https://einfachebuecher.de/media/96/0d/a2/1654876185/goodbye_lenin_-_cover_hires_m.jpg,"Alex lebt in der DDR, in Ost-Berlin. Es ist das Jahr 1989. Deutschland ist geteilt. Doch dann kommt es in der DDR zum Aufstand. Und auf einmal sind die Grenzen offen.

Alex’ Mutter ist überzeugte Kommunistin. Sie bekommt nichts von den Ereignissen mit. Sie hatte einen Herzinfarkt und liegt im Koma. Als sie wieder aufwacht, gibt es die DDR nicht mehr. Wie soll Alex seiner Mutter das erklären? Er beschließt, ihr nichts von der Revolution zu erzählen. Ein gewagtes Spiel mit der Wahrheit beginnt.

Good Bye, Lenin! – ein Buch in Einfacher Sprache – geschrieben in Anlehnung an den gleichnamigen Spielfilm von Wolfgang Becker und Bernd Lichtenberg aus dem Jahr 2003.Zu diesem Titel ist Unterrichtsmaterial erhältlich. Sie finden es hier.

Lesen Sie hier die ersten Kapitel aus Good Bye, Lenin! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Grimms Märchen,https://einfachebuecher.de/media/5f/aa/08/1654876242/Grimms_Maerchen_lowres_m.jpg,"Rotkäppchen geht zum Bett.
Sie erschrickt.
Ihre Großmutter sieht heute seltsam aus.
„Oh, Großmutter, was hast du für große Ohren!“,
sagt Rotkäppchen.
„Damit ich dich besser hören kann!“,
antwortet der Wolf.


Unsere Reihe VOLKSERZÄHLUNGEN öffnet die Märchentruhe! Wir stellen bekannte Geschichten aus unterschiedlichen Ländern in Einfacher Sprache vor. Die Märchen sind kurz und eignen
sich auch hervorragend zum Vorlesen, am Ende einer Unterrichtsstunde zum Beispiel.

 Lesen Sie hier die ersten Kapitel aus Grimms Märchen! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Hannes,https://einfachebuecher.de/media/45/04/b8/1654876213/Hannes_-_cover_Lowres_m.jpg,"Hannes und Uli sind beste Freunde. Sie kennen sich seit ihrer Kindheit und haben schon viel Blödsinn zusammen gemacht. Aber ihre Idee, im Februar eine Motorrad-Tour zu unternehmen, hat furchtbare Folgen. Hannes stürzt mit seinem Motorrad und liegt seitdem im Koma. Uli fängt an, seinem Freund Briefe zu schreiben. Damit Hannes weiß, was in der Zwischenzeit alles passiert. Das Schreiben hilft Uli auch, mit der traurigen Situation fertigzuwerden.
Hannes,
du merkst schon,
ich schreibe einfach alles auf.
Was mir gerade so einfällt
oder was dich interessieren könnte.
So haben wir früher ja auch drauflos gequatscht,
wenn wir uns getroffen haben.
Natürlich wäre es besser,
wenn du endlich mal aufwachen würdest.
Ich musste gestern allein ins Stadion zum Eishockey gehen.
Das war wirklich öde.
Aber solange du dein Koma-Schläfchen machst,
schreibe ich erst mal weiter.
Rita Falk ist mit ihren humorvollen Krimis aus der bayerischen Provinz bekannt geworden. Einige dieser Bücher um den Polizisten Eberhofer sind bereits für das Fernsehen verfilmt worden. Mit dem Roman „Hannes“ hat Rita Falk jetzt eine nachdenkliche Geschichte über Freundschaft und das Leben geschrieben.
Lesen Sie hier die ersten Kapitel aus Hannes! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Heimatlos,https://einfachebuecher.de/media/0e/2b/c0/1654876237/Heimatlos_-_cover_lowres_m.jpg,"Remi ist ein Findelkind. Mit acht Jahren wird Remi
von seinem Pflege-Vater an einen Straßen-Musiker
verkauft. So beginnt eine lange Reise kreuz und quer
durch Frankreich. Wo wird die Reise für Remi enden?

 

„Jetzt bringe ich dir bei,
wie man Leute zum Lachen bringt“, sagt Vitalis.
„Oh, nein!“, rufe ich.
„Das kann ich doch nicht!“
Vitalis muss lachen.
Er sagt: „Nur die Ruhe.
Ich habe es meinen Hunden
und meinem Affen beigebracht.
Du kannst das auch lernen.“


Heimatlos ist ein bekannter Roman aus dem Jahr 1878.
Das Buch erzählt viel über das Leben der armen Leute
in Frankreich vor ungefähr 150 Jahren..

 

Lesen Sie hier die ersten Kapitel aus Heimatlos! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.

 Zubehör: Lesebegleitheft"
Herz ohne Grenzen,https://einfachebuecher.de/media/9c/8d/ac/1654876237/Herz_ohne_Grenzen_lowres_m.jpg,"Florence sucht verzweifelt nach dem Sinn ihres Lebens. Als Tochter aus reichem Elternhaus darf sie keiner Arbeit nachgehen. Auch Studieren ist Frauen nicht erlaubt.
Frauen sollen heiraten, einen Haushalt führen und Gäste empfangen.
Florence möchte lieber sterben, als ein solches Leben zu führen.
Am Abend sitzen wir zusammen am Tisch:
Mutter, Vater, Parthe und ich.
Beim Essen sage ich auf einmal:
„Ich will in einem Krankenhaus helfen,
in der Nähe von London.“
Meine Mutter fängt an zu zittern.
Mein Vater starrt auf seinen Teller.
Parthe sagt aufgeregt:
„Jetzt willst du uns wohl auch noch sagen,
dass du Kranken-Pflegerin werden willst?“
Ich zögere einen Moment.
Dann sage ich:
„Ja, genau das.
Genau das will ich werden.“
Florence Nightingale (12.05.1820- 13.08.1910) hat ihre Ziele nie aus dem Auge verloren.
Gegen alle Widerstände aus der Männerwelt hat sie es geschafft,
dass Krankenpflege ein anerkannter Beruf geworden ist.
Sie hat das gesamte Gesundheits-System bis in die heutige Zeit hinein geprägt.
Für ihre Arbeit erhielt sie hohe Orden und Auszeichnungen.
Der 12. Mai ist weltweit ihr zu Ehren der Internationale Tag der Krankenpflege.

 

Lesen Sie hier die ersten Kapitel aus Herz ohne Grenzen! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.

 Zubehör: Lesebegleitheft"
Herzensbrecher,https://einfachebuecher.de/media/c2/65/fb/1673963787/Herzensbrecher%20-%20cover%20Hires.jpg,"Nina ist frech. Sie traut sich alles.

Fine ist schüchtern. Sie findet Ninas Handlungen

oft nicht gut.

Aber sie hängen immer noch zusammen rum.

Denn Nina gibt Fine mehr Selbstvertrauen.

Und das kann Fine jetzt gut gebrauchen,

nachdem Bram mit ihr Schluss gemacht hat. 

Aber dann macht Nina etwas, das Fine nicht glauben kann.

Wir gehen zum Ausgang.

Nina geht vor mir her.

Als ob wir nicht zusammengehören

würden.

Dann ruft jemand: „Hey! Du da!“

Ein Mann hält mich auf.

 

Herzensbrecher gehört zur Serie Schnappschuss, einer
spannenden Buchreihe für Jugendliche. Mit einfachen Wörtern und dynamischen,
bunten Illustrationen macht Lesen gleich doppelt so viel Spaß!







 



Lesen Sie hier die ersten Kapitel aus Herzensbrecher! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Hilflos - und andere Kurzgeschichten,https://einfachebuecher.de/media/63/90/de/1654876192/Kurzgeschichten_-_cover_m.jpg,"Dieses Buch enthält 14 Kurzgeschichten. Sie sind so verschieden wie die Menschen. Die Geschichten handeln von Menschen, die Hilfe brauchen. Von Menschen, die helfen. Und von Menschen, die das nicht tun. Die Titelgeschichte greift dieses Gefühl auf: Hilfe zu brauchen und nicht zu bekommen.

Bitte helfen Sie uns!
Ein Junge ist vom Rad gestürzt. Er blutet stark.
Bitte nehmen Sie ihn im Auto mit!
Bringen Sie ihn schnell ins Krankenhaus!“,
rufen ihm die Radfahrer zu.
Andreas schüttelt den Kopf.
„Das geht nicht. Ich habe einen wichtigen Termin.
Aber ich werde einen Krankenwagen rufen.

aus der Geschichte „Hilflos“ von Rudy Kupferschmitt

Diese Geschichten sind kurz und deshalb gut zu lesen. Aber auf wenigen Seiten begegnen uns viele große Gefühle: Hoffnung und Verzweiflung, Freude und Trauer. Die Handlung packt den Leser sofort. Das macht Spaß und Lust auf die nächste Geschichte.

Herausgegeben in Zusammenarbeit mit dem Literaturwerk Rheinland-Pfalz-Saar e. V.Zu diesem Titel ist Gratis-Unterrichtsmaterial erhältlich. Sie finden es hier.Lesen Sie hier die ersten Kapitel aus Hilflos - und andere Kurzgeschichten! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Hygiene bei der Arbeit,https://einfachebuecher.de/media/2b/25/2d/1654876207/Hygiene_bei_der_Arbeit_-_cover_m.jpg,"Dieses Buch handelt von Hygiene bei der Arbeit. Hygiene heißt, dass Sie sich selbst und Ihre Umgebung sauber halten. Aber warum ist das so wichtig? Und wie arbeiten Sie eigentlich hygienisch? Dieses Buch gibt Antworten auf diese und noch viel mehr Fragen.
Bei der Arbeit ist eine Buchreihe über das Verhalten am Arbeitsplatz und über Fertigkeiten für die Arbeit. Jedes Buch behandelt ein Thema, das bei der Arbeit wichtig ist. Zum Beispiel den Umgang mit Kollegen oder die Gesundheit am Arbeitsplatz. Sie können auch viel über Ihre Rechte und Pflichten lernen. Die Serie „BEI DER ARBEIT“ hilft Ihnen, gute Arbeit zu leisten und gleichzeitig auch Freude bei der Arbeit zu haben.
Lesen Sie hier die ersten Seiten aus Hygiene bei der Arbeit! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten."
Ich heiße Anne,https://einfachebuecher.de/media/76/ae/71/1654876238/Ich_heisse_Anne_lowres_m.jpg,"Mein Tagebuch wird meine beste Freundin.

Denn die habe ich nicht.

Diese Freundin nenne ich Kitty.

Ich werde viele Briefe an Kitty schreiben.

Oh, ich kann es nicht abwarten,

damit anzufangen.

Ich will so gerne schreiben!

 

Zu ihrem 13. Geburtstag bekommt Anne Frank ein Tagebuch. Es ist kein normaler Geburtstag. Denn es ist Krieg, und Anne und ihre Familie müssen im Hinterhaus untertauchen. In ihr Tagebuch schreibt Anne all ihre Geheimnisse. Bis zum 1. August 1944, denn an diesem Tag werden die Untergetauchten entdeckt.

 

Lesen Sie hier die ersten Seiten aus Ich heiße Anne! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Ich seh den Baum noch fallen,https://einfachebuecher.de/media/44/97/b4/1654876243/Ich_seh_den_Baum_noch_fallen_lowres_m.jpg,"Guten Tag.
Hier schreit Renate Bergmann.
Huch!
Ich meine natürlich „schreibt“. Nicht „schreit“.
Da sehen Se es mal wieder:
Man muss so aufpassen!
Nur ein falscher Buchstabe
und schon kommt Quatsch dabei raus.
 
Renate Bergmann ist Deutschlands wohl bekannteste Omi. Sie ist 82 Jahre alt und vierfache Witwe. Renate Bergmann lebt allein in ihrer Mietwohnung in Berlin, hat aber viele Freundinnen und Freunde und natürlich ihre Nachbarinnen.
In diesem Buch erzählt Renate Bergmann mit ganz viel Herz und noch mehr Humor von der schönsten Zeit des Jahres: Weihnachten. In den Geschichten aus ihrem Leben geht es um Gänsebraten, Geschenkpapier und Dominosteine. 
Lesen Sie hier die ersten Kapitel aus Ich seh den Baum noch fallen! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Im Juli,https://einfachebuecher.de/media/69/c8/f0/1654876191/Im_Juli_-_cover_m.jpg,"Daniel ist eher langweilig und schüchtern. Aber eines Tages begegnet er der lebenslustigen Juli. Durch sie gerät Daniel auf abenteuerliche Wege: Überfälle, Drogen, eine Leiche im Auto, Sex und eine Verfolgungs-Jagd. All das muss Daniel in den Griff kriegen. Auf der Suche nach der Frau seines Lebens wird er zum Helden. Bis auf einmal alles ganz anders kommt. Ganz anders, als er dachte.

Der Roman Im Juli handelt von der Suche nach der großen Liebe. Aber auch davon, sich einfach mal in Abenteuer zu stürzen.

 

Am Hals spüre ich eine wunde Stelle.
So ein Mist!
Jemand hat mir den Brustbeutel abgerissen.
Mein Pass! Mein Geld! Alles weg!
Ich stütze mich auf die Hände, um aufzustehen.
Der Ring! Die haben mir auch den Ring gestohlen.
Langsam dämmert mir, was passiert sein muss.

 Zu diesem Titel ist Gratis-Unterrichtsmaterial erhältlich. Sie finden es hier. 

Lesen Sie hier die ersten Kapitel aus Im Juli! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Im Meer schwimmen Krokodile,https://einfachebuecher.de/media/ae/d0/0e/1654876203/Im_Meer_schwimmen_Krokodile_-_cover_lowres_m.jpg,"Enaiatollah war etwa zehn Jahre alt, als seine Mutter mit ihm Afghanistan verließ. Die Familie gehört der Volksgruppe „Hazara“ an. Und die sind nichts wert, meinten andere Leute. Für den Jungen begann die Flucht in ein besseres Leben. Ohne seine Familie.
„Hast du meine Mutter gesehen?“, fragte ich.
Der Mann sagte ohne aufzublicken:
„Ja, ich habe sie gesehen.“
Ich war froh.
„Wo ist sie hingegangen?“, wollte ich wissen.
„Fort“, antwortete er.
„Wohin fort? Und wann kommt sie wieder“, fragte ich.
„Sie kommt nicht wieder“, sagte Onkel Rahim.
Fabio Geda wurde 1972 in Turin (Italien) geboren. Er hat mehrere Bücher geschrieben. Bei einer Lesung lernte er Enaiatollah Akbari kennen. Der erzählte Geda seine Geschichte. So entstand dieses ergreifende Buch.
Lesen Sie hier die ersten Kapitel aus Im Meer schwimmen Krokodile! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Im Westen nichts Neues,https://einfachebuecher.de/media/13/55/c2/1654876185/Im_westen_nichts_neues_Final_m.jpg,"Vor 100 Jahren brach der Erste Weltkrieg aus. Er wurde in Europa, Afrika und dem Nahen Osten geführt. Über 17 Millionen Menschen verloren ihr Leben. Um an die Ereignisse dieser Zeit zu erinnern, veröffentlicht der Spaß am Lesen Verlag eine der bekanntesten Anti-Kriegserzählungen weltweit:

In seinem Roman Im Westen nichts Neues beschreibt Erich Maria Remarque das Schicksal des achtzehnjährigen Schülers Paul Bäumer und seiner Klassenkameraden. Weil ein Lehrer sie dazu drängt, melden sich alle als Soldaten. An der Front erleben sie die Grausamkeit des Krieges. All das hatten sie sich so nie vorgestellt...Zu diesem Titel ist Unterrichtsmaterial erhältlich. Sie finden es hier.

Lesen Sie hier die ersten Kapitel aus Im Westen nichts Neues! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten. Zubehör: Lesebegleitheft"
In 80 Tagen um die Welt,https://einfachebuecher.de/media/12/a3/1b/1654876186/In_80_Tagen_um_die_welt_lowres_RGB_m.jpg,"Die Geschichte von Phileas Fogg spielt vor etwa 150 Jahren. Reisen dauert lange und ist aufwändig. Es gibt noch keine Flugzeuge. Züge und Schiffe fahren nur langsam. Aber Fogg will eine Weltreise machen: in 80 Tagen einmal um die Welt. Er wettet um viel Geld, dass er es schafft. Wird er rechtzeitig wieder da sein und gewinnen? Oder wird er alles verlieren?Zu diesem Titel ist Unterrichtsmaterial erhältlich. Sie finden es hier.Lesen Sie hier die ersten Kapitel aus In 80 Tagen um die Welt! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten. Zubehör: Lesebegleitheft"
Jiang tanzt,https://einfachebuecher.de/media/eb/f1/a1/1654876240/Ein_Tag_im_..._April_Jiang_tanzt_lowres_m.jpg,"Jiang liebt ihre Arbeit.
Und sie mag ihre Kolleginnen.
Aber sie macht sich auch Sorgen.
Denn ihr Mann Dong hat seinen Job verloren.
Dabei möchten sie so gern einmal
mit ihrer Tochter nach China.
Dong ist oft verzweifelt.
Er will nicht mal mehr mit Jiang im Park tanzen.
Doch dann kommt der Ostermontag.
Und das wird ein Tag,
an den sie ewig denken werden …
 
Die Buchreihe Ein Tag im … ist speziell für Menschen, die neu in Deutschland sind und am Anfang des Spracherwerbs stehen. Jedes Buch beinhaltet eine Geschichte, die sich in einem Monat des Jahres abspielt. Erzählt wird von jeweils einer Person, die immer eine andere Nationalität hat.
Die Bücher sind mit modernen One-Line-Grafiken illustriert und bieten eine Basis, um im Unterricht nicht nur über die Sprache, sondern auch die Kultur in Deutschland zu sprechen.  
Lesen Sie hier die ersten Kapitel aus Jiang tanzt (Ein Tag im April)! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Joseph auf dem Markt,https://einfachebuecher.de/media/d0/5b/6e/1654876241/Ein_Tag_im_..._Juni_Joseph_auf_dem_Markt_lowres_m.jpg,"Joseph geht gerne auf den Markt. Er redet dann immer mit Fred Voss, der dort einen Fischstand hat. In den Gesprächen geht es immer um Fisch. Denn als Joseph noch im Senegal lebte, war er Fischer. Als das Matjesfest ansteht, will Joseph auch kommen. Aber am Tag des Festes ist Freds Fischstand nicht da. Sein Platz ist leer.
Diese Reihe ist speziell für Menschen, die neu in Deutschland sind und am Anfang des Spracherwerbs stehen. Jedes Buch beinhaltet eine Geschichte, die sich in einem Monat des Jahres abspielt. Erzählt wird von jeweils einer Person, die immer eine andere Nationalität hat. Die Bücher sind mit modernen One-Line-Grafiken illustriert und bieten eine Basis, um im Unterricht nicht nur über die Sprache, sondern auch die Kultur in Deutschland zu sprechen.
Lesen Sie hier die ersten Kapitel aus Joseph auf dem Markt! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Klar & Deutlich für Institutionen,https://einfachebuecher.de/media/10/61/8f/1654876277/Klar_und_Deutlich_1_-_2019_1-page-001_m.jpg,"Kostenloses Probeexemplar Klar & Deutlich  Abonnieren Sie Klar & Deutlich   

Die Zeitung berichtet über Nachrichten aus Deutschland und der Welt, Sport, Gesundheit, Freizeit und viele andere Themen. Der Unterschied zu „üblichen Zeitungen“: Jeder versteht, was drinsteht! Wir schreiben in Einfacher Sprache und erklären Hintergründe.

Klar & Deutlich eignet sich sowohl als Freizeitlektüre als auch für den Unterricht. Und sie hilft ungeübten Leserinnen und Lesern, ihre Lesefähigkeiten zu verbessern.

Ein  gedrucktes Probeexemplar erhalten Sie bei Frau Lari Palacios: Tel.: 0251 39 65 30 99E-Mail: klarunddeutlich@spassamlesenverlag.de

 

Preise 2023

Der Preis für das Abonnement liegt bei 70,00 € im Jahr. Ab 2 Exemplaren gibt es günstige Mengenpreise. Alle Preise inkl. MWSt. und inkl. Versand innerhalb Deutschlands.

Der Versand ins Ausland kostet 25,- EUR zusätzlich.

Mengenrabatt:

2-4 Exemplare je 40,00 €

5-9 Exemplare je 30,00 €

10-14 Exemplare je 25,00 €

ab 15 Exemplare je 19,50 €

Die Preise werden im Warenkorb automatisch an die Menge angepasst.

 

Kopierberechtigung 

Im Abo ist die Kopierberechtigung nicht enthalten. Das Kopieren von einzelnen Artikeln oder Teilen der Zeitung ist ohne Kopierberechtigung nicht erlaubt.

Eine Kopierberechtigung erhalten Sie für 155,00 € im Jahr, nur in Kombination mit einem Abonnement für Institutionen. Zusätzlich zur Zeitung bekommen Sie dann eine PDF-Datei. Damit können Sie Klar & Deutlich ausdrucken und auch in größeren Gruppen nutzen, zum Beispiel im Unterricht. Die Weitergabe der Kopien oder der Datei außerhalb Ihrer Institution ist nicht gestattet.

 

Dauer des Abonnements, Kündigung & Fristen

Ihr Klar & Deutlich-Abo läuft für ein Jahr ab Abschluss des Abos. Es verlängert sich automatisch, wenn Sie es nicht mit vier Wochen Frist vor Ablauf des Zeitraums kündigen. Abweichende Laufzeiten können schriftlich vereinbart werden. Schreiben Sie uns in diesem Fall bitte eine Mail.   

Klar & Deutlich erscheint zehnmal jährlich, monatlich außer im Juli und August.

 

Preiserhöhungen

Angegeben ist der aktuell gültige Preis. Bei Abschluss eines Abos ist er für das erste Abo-Jahr festgeschrieben. Danach ist der Verlag berechtigt, den Preis um maximal 10 Prozent pro Jahr zu erhöhen ohne den Kunden zu informieren und ohne, dass daraus ein Sonderkündigungsrecht entsteht."
